@RELATION Infoplasmid

@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric
@ATTRIBUTE att17 numeric
@ATTRIBUTE att18 numeric
@ATTRIBUTE att19 numeric
@ATTRIBUTE att20 numeric
@ATTRIBUTE att21 numeric
@ATTRIBUTE att22 numeric
@ATTRIBUTE att23 numeric
@ATTRIBUTE att24 numeric
@ATTRIBUTE att25 numeric
@ATTRIBUTE att26 numeric
@ATTRIBUTE att27 numeric
@ATTRIBUTE att28 numeric
@ATTRIBUTE att29 numeric
@ATTRIBUTE att30 numeric
@ATTRIBUTE att31 numeric
@ATTRIBUTE att32 numeric
@ATTRIBUTE att33 numeric
@ATTRIBUTE att34 numeric
@ATTRIBUTE att35 numeric
@ATTRIBUTE att36 numeric
@ATTRIBUTE att37 numeric
@ATTRIBUTE att38 numeric
@ATTRIBUTE att39 numeric
@ATTRIBUTE att40 numeric
@ATTRIBUTE att41 numeric
@ATTRIBUTE att42 numeric
@ATTRIBUTE att43 numeric
@ATTRIBUTE att44 numeric
@ATTRIBUTE att45 numeric
@ATTRIBUTE att46 numeric
@ATTRIBUTE att47 numeric
@ATTRIBUTE att48 numeric
@ATTRIBUTE att49 numeric
@ATTRIBUTE att50 numeric
@ATTRIBUTE att51 numeric
@ATTRIBUTE att52 numeric
@ATTRIBUTE att53 numeric
@ATTRIBUTE att54 numeric
@ATTRIBUTE att55 numeric
@ATTRIBUTE att56 numeric
@ATTRIBUTE att57 numeric
@ATTRIBUTE att58 numeric
@ATTRIBUTE att59 numeric
@ATTRIBUTE att60 numeric
@ATTRIBUTE att61 numeric
@ATTRIBUTE att62 numeric
@ATTRIBUTE att63 numeric
@ATTRIBUTE att64 numeric
@ATTRIBUTE att65 numeric
@ATTRIBUTE att66 numeric
@ATTRIBUTE att67 numeric
@ATTRIBUTE att68 numeric
@ATTRIBUTE att69 numeric
@ATTRIBUTE att70 numeric
@ATTRIBUTE att71 numeric
@ATTRIBUTE att72 numeric
@ATTRIBUTE att73 numeric
@ATTRIBUTE att74 numeric
@ATTRIBUTE att75 numeric
@ATTRIBUTE att76 numeric
@ATTRIBUTE att77 numeric
@ATTRIBUTE att78 numeric
@ATTRIBUTE att79 numeric
@ATTRIBUTE att80 numeric
@ATTRIBUTE att81 numeric
@ATTRIBUTE att82 numeric
@ATTRIBUTE att83 numeric
@ATTRIBUTE att84 numeric
@ATTRIBUTE att85 numeric
@ATTRIBUTE att86 numeric
@ATTRIBUTE att87 numeric
@ATTRIBUTE att88 numeric
@ATTRIBUTE att89 numeric
@ATTRIBUTE att90 numeric
@ATTRIBUTE att91 numeric
@ATTRIBUTE att92 numeric
@ATTRIBUTE att93 numeric
@ATTRIBUTE att94 numeric
@ATTRIBUTE att95 numeric
@ATTRIBUTE att96 numeric
@ATTRIBUTE att97 numeric
@ATTRIBUTE att98 numeric
@ATTRIBUTE att99 numeric
@ATTRIBUTE att100 numeric
@ATTRIBUTE att101 numeric
@ATTRIBUTE att102 numeric
@ATTRIBUTE att103 numeric
@ATTRIBUTE att104 numeric
@ATTRIBUTE att105 numeric
@ATTRIBUTE att106 numeric
@ATTRIBUTE att107 numeric
@ATTRIBUTE att108 numeric
@ATTRIBUTE att109 numeric
@ATTRIBUTE att110 numeric
@ATTRIBUTE att111 numeric
@ATTRIBUTE att112 numeric
@ATTRIBUTE att113 numeric
@ATTRIBUTE att114 numeric
@ATTRIBUTE att115 numeric
@ATTRIBUTE att116 numeric
@ATTRIBUTE att117 numeric
@ATTRIBUTE att118 numeric
@ATTRIBUTE att119 numeric
@ATTRIBUTE att120 numeric
@ATTRIBUTE att121 numeric
@ATTRIBUTE att122 numeric
@ATTRIBUTE att123 numeric
@ATTRIBUTE att124 numeric
@ATTRIBUTE att125 numeric
@ATTRIBUTE att126 numeric
@ATTRIBUTE att127 numeric
@ATTRIBUTE att128 numeric
@ATTRIBUTE att129 numeric
@ATTRIBUTE att130 numeric
@ATTRIBUTE att131 numeric
@ATTRIBUTE att132 numeric
@ATTRIBUTE class {F,P,Q,V}

@DATA
-0.873800000, -0.112800000, -0.123400000, -0.534700000, 0.247600000, -0.334100000, -0.678600000, -0.546000000, -0.255400000, -0.781700000, -0.144500000, -0.243600000, -0.512200000, 0.112500000, -0.120900000, 0.042300000, -0.897800000, -0.375900000, -0.011900000, -0.471700000, -0.527100000, -0.893000000, 50.124228541, 49.795016426, 48.335218314, 49.080566664, 50.734619495, 49.222967902, 48.409953438, 47.299935632, 47.310839458, 47.161444002, 48.275942379, 47.520010040, 50.353210012, 48.344911812, 48.575926613, 48.831718071, 49.334355977, 48.349875270, 47.666514046, 49.460900667, 50.038423557, 50.024668542, 103.912000000, 104.772000000, 104.656000000, 104.293000000, 105.058000000, 104.907000000, 104.817000000, 105.264000000, 105.281000000, 104.783000000, 105.578000000, 105.668000000, 105.008000000, 105.153000000, 104.549000000, 104.470000000, 104.396000000, 104.794000000, 105.476000000, 104.470000000, 103.848000000, 104.056000000, -11.858000000, -13.438000000, -11.719000000, -12.400000000, -13.631000000, -13.295000000, -13.111000000, -13.989000000, -14.276000000, -13.421000000, -13.178000000, -14.410000000, -15.706000000, -15.109000000, -11.659000000, -13.883000000, -12.463000000, -12.187000000, -12.639000000, -13.902000000, -12.778000000, -12.656000000, 5925.215400000, 2670.585600000, 4920.356200000, 4222.986100000, 2520.600300000, 2906.916300000, 3101.621300000, 2291.748200000, 1942.167200000, 2753.563800000, 3212.872900000, 1869.977500000, 1311.069600000, 1506.752300000, 4950.455400000, 2554.244800000, 3858.786300000, 4701.929500000, 3534.065800000, 2394.352200000, 3249.677200000, 3742.043800000, 38.340000000, 55.120000000, 46.340000000, 43.230000000, 49.830000000, 42.990000000, 41.930000000, 47.300000000, 50.330000000, 47.940000000, 50.630000000, 48.940000000, 55.670000000, 53.540000000, 40.660000000, 46.100000000, 43.460000000, 42.550000000, 49.120000000, 45.330000000, 39.740000000, 38.630000000, P
-0.256500000, -0.234800000, -0.119400000, -0.281500000, 0.159600000, -0.192400000, -0.268100000, -0.161100000, -0.412800000, -0.117700000, -0.335700000, -0.493000000, -0.101600000, 0.219600000, -0.585600000, -1.328800000, -0.389800000, 0.376800000, -0.324400000, -0.637300000, -0.901700000, -0.410800000, 48.080358442, 49.250909598, 50.227522345, 48.713744211, 48.069159544, 48.825017591, 47.241503178, 46.676647530, 47.492132429, 48.142871212, 49.218260306, 50.049871013, 48.155930684, 46.011262034, 49.365709677, 50.819667256, 50.089522610, 47.369406411, 48.630386300, 48.306382529, 49.621326004, 50.112955837, 104.619000000, 104.410000000, 104.792000000, 104.863000000, 105.390000000, 105.006000000, 105.650000000, 105.187000000, 105.138000000, 105.139000000, 105.211000000, 104.435000000, 105.451000000, 105.696000000, 104.403000000, 103.493000000, 104.765000000, 105.100000000, 104.806000000, 105.026000000, 103.786000000, 104.492000000, -14.262000000, -13.481000000, -13.931000000, -15.563000000, -14.650000000, -15.757000000, -13.664000000, -13.548000000, -12.967000000, -15.869000000, -14.280000000, -14.788000000, -12.069000000, -13.371000000, -14.155000000, -12.515000000, -14.583000000, -15.344000000, -13.845000000, -14.313000000, -12.541000000, -12.962000000, 1915.358000000, 2645.245900000, 2218.755600000, 1273.068100000, 1576.941200000, 1147.439700000, 2420.115800000, 2841.235400000, 3208.285200000, 1196.448800000, 1718.771000000, 1829.922500000, 4118.622400000, 2990.357700000, 2342.884500000, 3881.646900000, 2095.697600000, 1198.230600000, 2233.533900000, 2024.881400000, 3578.314800000, 3644.479200000, 49.410000000, 42.140000000, 42.240000000, 52.640000000, 49.120000000, 53.480000000, 48.140000000, 44.640000000, 41.970000000, 51.770000000, 50.610000000, 48.390000000, 41.290000000, 47.110000000, 47.660000000, 38.130000000, 51.940000000, 49.810000000, 50.240000000, 49.660000000, 37.010000000, 42.920000000, V
-0.267800000, -0.029600000, 0.009600000, 0.106100000, 0.097200000, 0.363700000, 0.251800000, 0.075200000, 0.007500000, -0.121800000, -0.077000000, -0.196900000, 0.147900000, -0.000500000, -0.517000000, 0.227100000, 0.122000000, -0.001300000, -0.081000000, -0.267900000, 0.071600000, 0.203200000, 47.160032861, 46.464656219, 49.718508917, 48.621790758, 46.733266818, 47.982924174, 50.580465230, 48.989317900, 48.809201265, 50.029896114, 48.938398159, 49.792371162, 49.009940017, 46.845989510, 48.728350268, 45.593005856, 46.245042206, 48.761117779, 48.709909256, 48.005362263, 47.629260225, 47.851997128, 104.994000000, 105.240000000, 104.707000000, 104.919000000, 105.514000000, 105.153000000, 104.491000000, 104.886000000, 105.149000000, 104.942000000, 105.287000000, 104.670000000, 105.011000000, 105.033000000, 104.870000000, 105.678000000, 105.307000000, 104.786000000, 105.140000000, 104.747000000, 105.394000000, 105.404000000, -16.650000000, -17.784000000, -16.577000000, -17.001000000, -16.764000000, -14.912000000, -15.753000000, -13.994000000, -14.541000000, -13.715000000, -15.415000000, -18.505000000, -14.470000000, -15.530000000, -15.281000000, -17.433000000, -17.262000000, -16.689000000, -13.357000000, -9.794000000, -10.442000000, -10.608000000, 788.121700000, 672.957700000, 706.869900000, 742.101300000, 699.648200000, 1519.612800000, 1039.883700000, 2140.588200000, 1712.549400000, 2383.640700000, 1441.080100000, 410.718600000, 1888.785100000, 1382.174600000, 1348.486900000, 610.755300000, 589.649200000, 752.811500000, 2631.586100000, 10753.712500000, 9977.826600000, 8796.864100000, 63.370000000, 62.210000000, 58.400000000, 59.820000000, 54.960000000, 53.370000000, 53.890000000, 55.390000000, 53.400000000, 46.420000000, 54.710000000, 66.710000000, 56.370000000, 55.120000000, 55.380000000, 58.990000000, 61.030000000, 57.750000000, 44.000000000, 34.960000000, 41.220000000, 38.490000000, Q
-0.537700000, -0.150500000, -0.466300000, -0.255900000, -0.743400000, -0.400700000, -0.231300000, -0.196800000, -1.516200000, -0.850900000, 0.321000000, -0.165600000, 0.071000000, 0.456700000, -0.047600000, -0.994800000, -1.094900000, -0.232600000, -0.097100000, -0.260900000, -0.414700000, -0.575800000, 48.348383950, 48.012265436, 48.390518313, 48.039556027, 48.309521278, 46.384243834, 47.759799591, 47.863178522, 47.991382278, 48.473617229, 48.915373306, 47.648053047, 48.543840228, 47.344073547, 47.165596155, 47.725645019, 48.792044390, 48.680804719, 50.007750792, 49.240957429, 50.553974642, 49.601762536, 104.336000000, 104.625000000, 104.621000000, 105.032000000, 104.656000000, 105.178000000, 104.878000000, 104.614000000, 103.680000000, 104.194000000, 105.156000000, 104.683000000, 104.830000000, 105.658000000, 105.187000000, 104.204000000, 104.132000000, 104.901000000, 105.055000000, 105.000000000, 104.438000000, 104.126000000, -11.231000000, -11.220000000, -11.069000000, -11.290000000, -10.773000000, -10.280000000, -12.035000000, -12.181000000, -9.244000000, -10.416000000, -13.462000000, -13.191000000, -16.014000000, -12.498000000, -12.689000000, -10.847000000, -11.551000000, -14.197000000, -13.175000000, -12.344000000, -11.929000000, -12.946000000, 6761.962300000, 6300.744600000, 7629.676000000, 6145.883200000, 7357.034900000, 10090.493600000, 5106.627100000, 3941.299900000, 14321.061700000, 11066.787500000, 2907.923500000, 2907.009400000, 1087.085900000, 3587.610800000, 3687.719400000, 7367.613500000, 5729.978200000, 2263.738200000, 2895.765800000, 4112.277900000, 4617.384500000, 3253.235400000, 37.220000000, 41.280000000, 42.090000000, 39.750000000, 38.600000000, 39.020000000, 48.170000000, 43.900000000, 31.940000000, 38.780000000, 51.650000000, 49.970000000, 57.420000000, 46.260000000, 42.700000000, 36.780000000, 39.080000000, 47.150000000, 47.850000000, 38.720000000, 38.500000000, 44.190000000, F
-0.282900000, -0.164100000, -0.041500000, 0.182500000, -0.098900000, -0.017900000, -0.071900000, 0.009000000, 0.053400000, -0.056400000, -0.123000000, -0.241500000, -0.669000000, -0.160200000, -0.530500000, -0.434200000, -0.428500000, 0.208500000, 0.450800000, 0.314900000, 0.024600000, -0.352500000, 47.946343441, 47.965715727, 47.993292861, 46.158097765, 45.308966594, 46.963529820, 45.388243665, 49.623713721, 46.829188459, 45.516089243, 46.138027262, 51.199644257, 49.796070024, 47.611446587, 47.633008088, 49.208812742, 48.676426726, 49.518047922, 46.539132552, 47.833551105, 47.710675788, 47.757535315, 105.090000000, 105.235000000, 105.315000000, 105.528000000, 105.899000000, 105.062000000, 105.590000000, 104.603000000, 105.468000000, 106.164000000, 105.685000000, 103.846000000, 104.832000000, 105.235000000, 104.792000000, 105.263000000, 105.168000000, 105.086000000, 105.133000000, 105.015000000, 105.239000000, 104.768000000, -17.731000000, -16.668000000, -14.259000000, -13.113000000, -14.116000000, -13.995000000, -15.859000000, -16.411000000, -17.150000000, -16.867000000, -16.022000000, -12.308000000, -14.029000000, -17.011000000, -15.123000000, -15.736000000, -16.042000000, -15.242000000, -12.574000000, -12.797000000, -12.828000000, -12.034000000, 542.277200000, 741.363500000, 1853.385400000, 3160.823800000, 2173.110100000, 2211.183900000, 1181.866400000, 822.500600000, 645.489300000, 716.705800000, 1018.407600000, 4005.603400000, 2416.025800000, 783.160000000, 1268.264900000, 1277.148900000, 1008.036100000, 1229.001200000, 3481.812500000, 3883.989400000, 3328.362200000, 4287.077400000, 62.430000000, 56.280000000, 52.020000000, 48.480000000, 47.960000000, 48.390000000, 57.120000000, 53.600000000, 58.250000000, 56.320000000, 51.850000000, 39.410000000, 46.230000000, 56.850000000, 55.890000000, 57.120000000, 57.770000000, 54.900000000, 49.490000000, 49.310000000, 48.240000000, 41.070000000, Q
0.211100000, -0.058700000, -1.457900000, -1.091000000, -1.335600000, -0.625200000, -0.765300000, -0.948100000, 0.062000000, 0.275700000, 0.205500000, 0.123100000, 0.051400000, 0.098400000, -0.163000000, -0.192200000, -0.679800000, -0.487400000, -0.255700000, 0.084500000, -0.014300000, 0.049900000, 47.759145185, 47.113381422, 50.458723817, 51.499049770, 50.907668808, 49.997415021, 48.513060174, 48.187331569, 48.686889694, 48.910897957, 49.797282629, 47.754388557, 47.308058661, 48.751094183, 47.970364283, 48.209456893, 48.319209602, 49.167109278, 48.894810082, 48.427822533, 49.990977945, 49.969755815, 105.372000000, 105.184000000, 103.684000000, 103.439000000, 103.417000000, 104.179000000, 104.584000000, 104.883000000, 105.263000000, 104.857000000, 104.884000000, 104.953000000, 105.022000000, 105.485000000, 105.141000000, 105.077000000, 104.649000000, 105.043000000, 104.824000000, 104.662000000, 104.388000000, 105.073000000, -15.482000000, -15.430000000, -11.548000000, -11.702000000, -11.107000000, -12.174000000, -11.606000000, -13.357000000, -16.734000000, -16.615000000, -15.337000000, -10.823000000, -9.842000000, -11.494000000, -11.282000000, -11.972000000, -12.740000000, -12.491000000, -12.044000000, -12.790000000, -13.440000000, -13.693000000, 1309.655200000, 1185.995300000, 5194.807200000, 5478.616200000, 6583.541600000, 4847.474400000, 5275.072000000, 3522.800300000, 824.661200000, 748.128200000, 1228.351600000, 6727.635000000, 11886.221600000, 5636.573900000, 6934.445500000, 4625.921000000, 3803.453200000, 3760.753400000, 4518.018700000, 3485.880200000, 2838.654100000, 2792.723600000, 52.650000000, 47.410000000, 36.460000000, 36.950000000, 36.500000000, 34.080000000, 37.350000000, 49.360000000, 60.000000000, 55.140000000, 52.280000000, 43.800000000, 36.850000000, 44.260000000, 43.850000000, 43.870000000, 47.290000000, 41.600000000, 42.010000000, 46.600000000, 46.020000000, 47.760000000, V
-0.778700000, -0.587400000, -0.262000000, -0.152500000, -0.139700000, -0.186800000, -0.312200000, -0.063800000, -0.236300000, -0.083800000, -0.461300000, -0.378500000, -0.059900000, 0.212200000, -0.317100000, -0.665200000, -0.540500000, -0.016700000, -0.598200000, -0.102400000, -0.763900000, -0.481300000, 48.152481619, 49.416288071, 50.152465109, 47.918210923, 46.705280104, 47.711534513, 48.662155321, 49.819348787, 47.540280703, 47.281074611, 50.150500218, 51.053037131, 48.857756557, 46.013625904, 48.638549830, 50.895061005, 48.243271843, 46.781584230, 47.158448847, 48.123198876, 49.371537714, 49.770711028, 104.598000000, 104.191000000, 103.957000000, 105.238000000, 105.792000000, 104.897000000, 104.323000000, 104.966000000, 105.125000000, 105.450000000, 104.886000000, 104.006000000, 105.330000000, 105.684000000, 104.848000000, 103.856000000, 105.016000000, 105.230000000, 105.251000000, 105.143000000, 103.817000000, 104.142000000, -11.006000000, -12.884000000, -15.458000000, -14.542000000, -13.262000000, -13.775000000, -13.676000000, -14.064000000, -15.522000000, -16.265000000, -13.766000000, -15.328000000, -12.081000000, -13.113000000, -14.061000000, -13.289000000, -14.581000000, -17.223000000, -15.832000000, -15.989000000, -12.909000000, -11.916000000, 6466.128700000, 4532.432200000, 1364.838800000, 1788.002500000, 2821.959900000, 2669.457000000, 2428.234900000, 2170.098100000, 1472.631500000, 836.736800000, 2226.944900000, 1358.117500000, 4302.411000000, 3202.918800000, 2633.943300000, 2773.212400000, 1877.243700000, 728.892400000, 932.475500000, 998.878200000, 3134.812000000, 5146.817600000, 42.720000000, 41.980000000, 51.510000000, 44.910000000, 45.690000000, 48.220000000, 46.360000000, 41.460000000, 52.780000000, 52.450000000, 48.840000000, 51.350000000, 43.910000000, 45.610000000, 46.300000000, 39.810000000, 54.010000000, 59.740000000, 54.740000000, 51.030000000, 37.220000000, 40.780000000, V
-0.000800000, 0.112500000, 0.369200000, -0.176300000, -0.974200000, -0.231900000, 0.426700000, -0.246900000, -0.360500000, 0.035900000, -0.344200000, -0.221000000, -0.449100000, 0.076500000, -0.369200000, -0.194600000, -0.312400000, -0.639600000, 0.169500000, 0.508600000, -0.305400000, -0.041000000, 47.979845981, 46.208187121, 48.276492732, 47.963926487, 48.483433357, 49.968128212, 46.731201794, 47.723303340, 47.867098479, 47.885500359, 51.254439260, 52.127254957, 51.276556935, 47.753570642, 47.373588516, 48.754118199, 47.339022576, 47.748637973, 48.301668479, 47.206452972, 48.353519845, 48.109707850, 104.826000000, 105.108000000, 105.032000000, 104.822000000, 104.662000000, 104.393000000, 105.229000000, 105.183000000, 104.888000000, 104.954000000, 104.303000000, 104.057000000, 104.134000000, 105.083000000, 104.508000000, 104.687000000, 105.475000000, 105.206000000, 105.104000000, 105.138000000, 104.745000000, 104.796000000, -15.520000000, -12.995000000, -14.762000000, -15.285000000, -15.793000000, -13.826000000, -12.500000000, -14.383000000, -13.457000000, -16.749000000, -14.874000000, -13.289000000, -12.067000000, -15.911000000, -10.499000000, -11.684000000, -13.049000000, -13.298000000, -14.673000000, -14.056000000, -12.899000000, -13.477000000, 1254.705300000, 3025.039700000, 1549.271100000, 1310.882500000, 1021.040400000, 2289.425100000, 3732.474600000, 1861.968700000, 2930.587100000, 944.798700000, 1481.882700000, 2720.425800000, 4589.867600000, 1191.314900000, 7236.248300000, 6162.629900000, 3189.625500000, 2842.591900000, 1753.762500000, 2029.423600000, 3166.696900000, 2815.510400000, 60.310000000, 52.200000000, 47.680000000, 47.010000000, 54.950000000, 49.290000000, 46.360000000, 55.070000000, 49.420000000, 56.460000000, 52.540000000, 45.770000000, 34.560000000, 54.880000000, 38.100000000, 38.320000000, 48.040000000, 46.220000000, 47.400000000, 55.370000000, 48.830000000, 48.750000000, Q
-0.142200000, 0.033600000, -0.109000000, -0.058900000, -0.166600000, 0.263900000, 0.106800000, -0.001200000, 0.048800000, 0.084200000, -0.034200000, -0.368700000, 0.012600000, -0.032400000, -0.194400000, -0.028700000, -0.076200000, -0.173800000, -0.108100000, -0.116900000, -0.510200000, 0.236700000, 49.157883390, 46.166111727, 50.555595520, 50.490719491, 47.048205881, 47.679224231, 48.310671193, 49.263071380, 46.952733434, 48.871206135, 47.446560444, 50.651749686, 49.532861548, 47.315515125, 49.520692727, 47.192103479, 47.858633214, 48.511750917, 46.179612995, 47.868491203, 49.660838695, 49.234659862, 105.044000000, 105.334000000, 104.719000000, 105.024000000, 105.462000000, 105.375000000, 105.647000000, 104.948000000, 105.036000000, 105.162000000, 105.123000000, 104.489000000, 104.911000000, 104.969000000, 104.760000000, 105.346000000, 104.970000000, 104.743000000, 105.263000000, 104.958000000, 104.575000000, 104.939000000, -14.859000000, -17.192000000, -17.200000000, -16.394000000, -17.735000000, -14.950000000, -16.192000000, -13.853000000, -15.474000000, -14.662000000, -14.777000000, -16.930000000, -14.588000000, -15.938000000, -14.757000000, -17.673000000, -16.265000000, -16.123000000, -17.519000000, -17.324000000, -13.616000000, -16.777000000, 1451.301800000, 906.615000000, 569.351300000, 957.903700000, 508.978600000, 1373.651700000, 940.678800000, 2167.666000000, 1232.497500000, 1727.431300000, 1540.344900000, 774.190300000, 1779.240100000, 1288.654800000, 1556.602500000, 551.741600000, 872.163100000, 1034.275600000, 572.497300000, 591.016400000, 2323.122500000, 860.660700000, 58.920000000, 59.920000000, 60.770000000, 58.380000000, 59.670000000, 54.090000000, 60.330000000, 55.870000000, 61.320000000, 47.020000000, 51.780000000, 63.010000000, 58.210000000, 56.680000000, 52.660000000, 61.990000000, 56.930000000, 56.640000000, 60.180000000, 61.140000000, 42.930000000, 56.780000000, Q
-0.243200000, -0.351800000, 0.335600000, -0.099800000, -0.747300000, -0.107200000, -0.071900000, -0.070400000, -0.279300000, -0.287300000, -0.348700000, -0.364200000, -0.748000000, -0.163600000, -0.257600000, -0.390000000, -0.248400000, 0.230600000, 0.447900000, 0.248900000, -0.244500000, -0.143500000, 49.294636309, 47.355341057, 46.491035301, 49.202582658, 49.118092294, 47.233871847, 45.388243665, 49.520252423, 47.506184745, 47.047948775, 48.072769991, 52.494863137, 49.029329375, 46.065749980, 47.802263628, 48.010222051, 46.744464441, 47.126908639, 46.668739596, 50.392283015, 47.269202312, 47.570203831, 104.867000000, 104.832000000, 105.128000000, 104.517000000, 103.832000000, 104.940000000, 105.590000000, 104.637000000, 105.308000000, 105.628000000, 105.062000000, 103.678000000, 104.853000000, 105.356000000, 105.468000000, 105.461000000, 105.128000000, 105.385000000, 105.397000000, 104.879000000, 105.189000000, 105.695000000, -14.675000000, -12.532000000, -16.393000000, -15.299000000, -13.858000000, -15.135000000, -15.859000000, -16.706000000, -17.855000000, -16.316000000, -14.709000000, -13.126000000, -13.952000000, -16.400000000, -13.215000000, -14.803000000, -17.581000000, -16.239000000, -13.151000000, -14.513000000, -12.293000000, -14.349000000, 1620.250300000, 3925.767900000, 1086.341400000, 1233.422900000, 2451.169500000, 1436.741800000, 1165.674700000, 770.621600000, 477.297600000, 832.030900000, 1622.190700000, 2835.607500000, 2339.567400000, 979.854500000, 2690.336500000, 1854.007500000, 618.336300000, 853.413200000, 2790.455800000, 1820.894500000, 3866.933300000, 2033.681600000, 53.710000000, 47.290000000, 57.100000000, 51.210000000, 43.220000000, 54.610000000, 57.120000000, 54.490000000, 62.990000000, 55.830000000, 47.290000000, 41.910000000, 48.870000000, 54.390000000, 45.450000000, 50.120000000, 62.760000000, 56.980000000, 48.310000000, 49.820000000, 49.180000000, 53.100000000, Q
